"id","Langue","livreID"
"2577","Français","2577"
"2578","NULL","2578"
"2579","NULL","2579"
"2580","NULL","2580"
"2581","Français","2581"
"2582","Français","2582"
"2583","Français","2583"
"2584","NULL","2584"
"2585","Français","2585"
"2586","NULL","2586"
"2587","Français","2587"
"2588","NULL","2588"
"2589","NULL","2589"
"2590","Français","2590"
"2591","Français","2591"
"2592","Français","2592"
"2593","NULL","2593"
"2594","NULL","2594"
"2595","Français","2595"
"2596","Français","2596"
"2597","Français","2597"
"2598","NULL","2598"
"2599","Français","2599"
"2600","NULL","2600"
"2601","Français","2601"
"2602","NULL","2602"
"2603","NULL","2603"
"2604","NULL","2604"
"2605","Français","2605"
"2606","Français","2606"
"2607","Français","2607"
"2608","Français","2608"
"2609","Anglais","2609"
"2610","NULL","2610"
"2611","NULL","2611"
"2612","NULL","2612"
"2613","NULL","2613"
"2614","NULL","2614"
"2615","Français","2615"
"2616","Français","2616"
"2617","NULL","2617"
"2618","NULL","2618"
"2619","NULL","2619"
"2620","NULL","2620"
"2621","Français","2621"
"2622","NULL","2622"
"2623","NULL","2623"
"2624","NULL","2624"
"2625","NULL","2625"
"2626","Anglais","2626"
"2627","NULL","2627"
"2628","Français","2628"
"2629","NULL","2629"
"2630","NULL","2630"
"2631","Français","2631"
"2632","NULL","2632"
"2633","NULL","2633"
"2634","Français","2634"
"2635","Français","2635"
"2636","NULL","2636"
"2637","Français","2637"
"2638","NULL","2638"
"2639","Français","2639"
"2640","NULL","2640"
"2641","NULL","2641"
"2642","Français","2642"
"2643","NULL","2643"
"2644","Français","2644"
"2645","Français","2645"
"2646","Français","2646"
"2647","NULL","2647"
"2648","Français","2648"
"2649","Français","2649"
"2650","Français","2650"
"2651","Français","2651"
"2652","Français","2652"
"2653","NULL","2653"
"2654","NULL","2654"
"2655","Anglais","2655"
"2656","Français","2656"
"2657","Français","2657"
"2658","Français","2658"
"2659","Français","2659"
"2660","Français","2660"
"2661","Français","2661"
"2662","Français","2662"
"2663","NULL","2663"
"2664","NULL","2664"
"2665","NULL","2665"
"2666","NULL","2666"
"2667","Français","2667"
"2668","NULL","2668"
"2669","Français","2669"
"2670","NULL","2670"
"2671","NULL","2671"
"2672","NULL","2672"
"2673","Français","2673"
"2674","NULL","2674"
"2675","Français","2675"
"2676","NULL","2676"
"2677","Français","2677"
"2678","NULL","2678"
"2679","Français","2679"
"2680","NULL","2680"
"2681","Français","2681"
"2682","Français","2682"
"2683","Français","2683"
"2684","NULL","2684"
"2685","Français","2685"
"2686","NULL","2686"
"2687","NULL","2687"
"2688","NULL","2688"
"2689","NULL","2689"
"2690","Français","2690"
"2691","Français","2691"
"2692","NULL","2692"
"2693","Français","2693"
"2694","Français","2694"
"2695","Français","2695"
"2696","Français","2696"
"2697","Français","2697"
"2698","NULL","2698"
"2699","NULL","2699"
"2700","Français","2700"
"2701","Français","2701"
"2702","NULL","2702"
"2703","Français","2703"
"2704","Français","2704"
"2705","NULL","2705"
"2706","Français","2706"
"2707","NULL","2707"
"2708","NULL","2708"
"2709","Français","2709"
"2710","Français","2710"
"2711","Français","2711"
"2712","NULL","2712"
"2713","NULL","2713"
"2714","Français","2714"
"2715","NULL","2715"
"2716","NULL","2716"
"2717","Français","2717"
"2718","Français","2718"
"2719","Français","2719"
"2720","Français","2720"
"2721","Français","2721"
"2722","Français","2722"
"2723","Français","2723"
"2724","Français","2724"
"2725","NULL","2725"
"2726","Français","2726"
"2727","Français","2727"
"2728","NULL","2728"
"2729","Français","2729"
"2730","Français","2730"
"2731","Français","2731"
"2732","Français","2732"
"2733","Français","2733"
"2734","Français","2734"
"2735","Anglais","2735"
"2736","Français","2736"
"2737","Français","2737"
"2738","Anglais","2738"
"2739","Français","2739"
"2740","Français","2740"
"2741","Français","2741"
"2742","Français","2742"
"2743","Français","2743"
"2744","Français","2744"
"2745","Anglais","2745"
"2746","Français","2746"
"2747","Français","2747"
"2748","Français","2748"
"2749","Français","2749"
"2750","Français","2750"
"2751","Français","2751"
"2752","Français","2752"
"2753","Français","2753"
"2754","Français","2754"
"2755","Anglais","2755"
"2756","Français","2756"
"2757","Anglais","2757"
"2758","Français","2758"
"2759","Français","2759"
"2760","Français","2760"
"2761","Français","2761"
"2762","Français","2762"
"2763","Français","2763"
"2764","Français","2764"
"2765","Anglais","2765"
"2766","Anglais","2766"
"2767","Français","2767"
"2768","Français","2768"
"2769","Français","2769"
"2770","Français","2770"
"2771","Français","2771"
"2772","Allemand","2772"
"2773","Français","2773"
"2774","Français","2774"
"2775","Français","2775"
"2776","Français","2776"
"2777","Français","2777"
"2778","Français","2778"
"2779","Français","2779"
"2780","Anglais","2780"
"2781","Français","2781"
"2782","Français","2782"
"2783","Français","2783"
"2784","Anglais","2784"
"2785","Portugais","2785"
"2786","Anglais","2786"
"2787","Anglais","2787"
"2788","Français","2788"
"2789","Français","2789"
"2790","Anglais","2790"
"2791","Anglais","2791"
"2792","Anglais","2792"
"2793","Anglais","2793"
"2794","Anglais","2794"
"2795","Français","2795"
"2796","Anglais","2796"
"2797","Français","2797"
"2798","Français","2798"
"2799","Français","2799"
"2800","Français","2800"
"2801","Anglais","2801"
"2802","Français","2802"
"2803","Anglais","2803"
"2804","Français","2804"
"2805","Français","2805"
"2806","Français","2806"
"2807","Français","2807"
"2808","Français","2808"
"2809","Anglais","2809"
"2810","Français","2810"
"2811","Anglais","2811"
"2812","Français","2812"
"2813","Anglais","2813"
"2814","Anglais","2814"
"2815","Français","2815"
"2816","Français","2816"
"2817","Anglais","2817"
"2818","Français","2818"
"2819","Français","2819"
"2820","Français","2820"
"2821","Français","2821"
"2822","Français","2822"
"2823","Français","2823"
"2824","Français","2824"
"2825","Français","2825"
"2826","Anglais","2826"
"2827","Français","2827"
"2828","Français","2828"
"2829","Français","2829"
"2830","NULL","2830"
"2831","Anglais","2831"
"2832","Français","2832"
"2833","Français","2833"
"2834","Français","2834"
"2835","NULL","2835"
"2836","Français","2836"
"2837","Français","2837"
"2838","Français","2838"
"2839","Français","2839"
"2840","Français","2840"
"2841","Français","2841"
"2842","Français","2842"
"2843","Français","2843"
"2844","Français","2844"
"2845","Français","2845"
"2846","Français","2846"
"2847","Français","2847"
"2848","Français","2848"
"2849","Français","2849"
"2850","Français","2850"
"2851","Français","2851"
"2852","Français","2852"
"2853","Français","2853"
"2854","NULL","2854"
"2855","Français","2855"
"2856","NULL","2856"
"2857","Français","2857"
"2858","NULL","2858"
"2859","Français","2859"
"2860","NULL","2860"
"2861","Français","2861"
"2862","Français","2862"
"2863","Français","2863"
"2864","NULL","2864"
"2865","Français","2865"
"2866","Français","2866"
"2867","NULL","2867"
"2868","NULL","2868"
"2869","NULL","2869"
"2870","Français","2870"
"2871","Anglais","2871"
"2872","NULL","2872"
"2873","NULL","2873"
"2874","NULL","2874"
"2875","NULL","2875"
"2876","Français","2876"
"2877","NULL","2877"
"2878","Français","2878"
"2879","NULL","2879"
"2880","Français","2880"
"2881","NULL","2881"
"2882","Français","2882"
"2883","Français","2883"
"2884","NULL","2884"
"2885","Français","2885"
"2886","NULL","2886"
"2887","Français","2887"
"2888","NULL","2888"
"2889","NULL","2889"
"2890","NULL","2890"
"2891","NULL","2891"
"2892","NULL","2892"
"2893","Français","2893"
"2894","Français","2894"
"2895","NULL","2895"
"2896","NULL","2896"
"2897","Anglais","2897"
"2898","NULL","2898"
"2899","Français","2899"
"2900","Français","2900"
"2901","NULL","2901"
"2902","Français","2902"
"2903","Anglais","2903"
"2904","NULL","2904"
"2905","NULL","2905"
"2906","NULL","2906"
"2907","Français","2907"
"2908","Français","2908"
"2909","Français","2909"
"2910","Anglais","2910"
"2911","NULL","2911"
"2912","Français","2912"
"2913","NULL","2913"
"2914","Français","2914"
"2915","Français","2915"
"2916","NULL","2916"
"2917","NULL","2917"
"2918","NULL","2918"
"2919","Français","2919"
"2920","Français","2920"
"2921","Français","2921"
"2922","NULL","2922"
"2923","NULL","2923"
"2924","Français","2924"
"2925","Français","2925"
"2926","Français","2926"
"2927","NULL","2927"
"2928","Français","2928"
"2929","Français","2929"
"2930","Français","2930"
"2931","Français","2931"
"2932","Anglais","2932"
"2933","Français","2933"
"2934","Français","2934"
"2935","NULL","2935"
"2936","Français","2936"
"2937","Français","2937"
"2938","Français","2938"
"2939","Français","2939"
"2940","NULL","2940"
"2941","Français","2941"
"2942","Français","2942"
"2943","Français","2943"
"2944","Français","2944"
"2945","Français","2945"
"2946","Français","2946"
"2947","NULL","2947"
"2948","Anglais","2948"
"2949","NULL","2949"
"2950","Français","2950"
"2951","Français","2951"
"2952","NULL","2952"
"2953","NULL","2953"
"2954","Anglais","2954"
"2955","Français","2955"
"2956","Français","2956"
"2957","NULL","2957"
"2958","NULL","2958"
"2959","Français","2959"
"2960","NULL","2960"
"2961","Français","2961"
"2962","Français","2962"
"2963","Français","2963"
"2964","Français","2964"
"2965","Français","2965"
"2966","Français","2966"
"2967","Français","2967"
"2968","Français","2968"
"2969","Français","2969"
"2970","Français","2970"
"2971","Français","2971"
"2972","Français","2972"
"2973","NULL","2973"
"2974","Français","2974"
"2975","Français","2975"
"2976","NULL","2976"
"2977","Français","2977"
"2978","NULL","2978"
"2979","Français","2979"
"2980","NULL","2980"
"2981","Français","2981"
"2982","Français","2982"
"2983","Français","2983"
"2984","NULL","2984"
"2985","Français","2985"
"2986","Français","2986"
"2987","Français","2987"
"2988","Français","2988"
"2989","Français","2989"
"2990","Français","2990"
"2991","Français","2991"
"2992","NULL","2992"
"2993","Français","2993"
"2994","NULL","2994"
"2995","NULL","2995"
"2996","NULL","2996"
"2997","NULL","2997"
"2998","NULL","2998"
"2999","Français","2999"
"3000","Français","3000"
"3001","Français","3001"
"3002","Français","3002"
"3003","NULL","3003"
"3004","NULL","3004"
"3005","NULL","3005"
"3006","NULL","3006"
"3007","NULL","3007"
"3008","NULL","3008"
"3009","Français","3009"
"3010","NULL","3010"
"3011","NULL","3011"
"3012","Français","3012"
"3013","Français","3013"
"3014","Français","3014"
"3015","Français","3015"
"3016","Français","3016"
"3017","Français","3017"
"3018","Français","3018"
"3019","Français","3019"
"3020","Français","3020"
"3021","Français","3021"
"3022","Français","3022"
"3023","Français","3023"
"3024","Français","3024"
"3025","Français","3025"
"3026","NULL","3026"
"3027","NULL","3027"
"3028","NULL","3028"
"3029","NULL","3029"
"3030","Français","3030"
"3031","Français","3031"
"3032","Français","3032"
"3033","Français","3033"
"3034","Français","3034"
"3035","Français","3035"
"3036","NULL","3036"
"3037","Français","3037"
"3038","Français","3038"
"3039","Français","3039"
"3040","Français","3040"
"3041","Français","3041"
"3042","Français","3042"
"3043","Français","3043"
"3044","Français","3044"
"3045","Français","3045"
"3046","Français","3046"
"3047","Français","3047"
"3048","Français","3048"
"3049","Français","3049"
"3050","Français","3050"
"3051","Français","3051"
"3052","Français","3052"
"3053","Français","3053"
"3054","Français","3054"
"3055","Français","3055"
"3056","Français","3056"
"3057","Français","3057"
"3058","Français","3058"
"3059","Français","3059"
"3060","Français","3060"
"3061","NULL","3061"
"3062","Français","3062"
"3063","Français","3063"
"3064","Français","3064"
"3065","Français","3065"
"3066","Français","3066"
"3067","Français","3067"
"3068","Français","3068"
"3069","Français","3069"
"3070","Français","3070"
"3071","Français","3071"
"3072","Français","3072"
"3073","Français","3073"
"3074","Français","3074"
"3075","Français","3075"
"3076","Français","3076"
"3077","Français","3077"
"3078","NULL","3078"
"3079","Français","3079"
"3080","Français","3080"
"3081","Français","3081"
"3082","Français","3082"
"3083","Français","3083"
"3084","Français","3084"
"3085","Français","3085"
"3086","Français","3086"
"3087","Français","3087"
"3088","NULL","3088"
"3089","Français","3089"
"3090","Anglais","3090"
"3091","Français","3091"
"3092","Français","3092"
"3093","Français","3093"
"3094","Français","3094"
"3095","Français","3095"
"3096","Français","3096"
"3097","NULL","3097"
"3098","Français","3098"
"3099","Français","3099"
"3100","Français","3100"
"3101","Français","3101"
"3102","Français","3102"
"3103","Français","3103"
"3104","Français","3104"
"3105","NULL","3105"
"3106","Français","3106"
"3107","Français","3107"
"3108","Français","3108"
"3109","Français","3109"
"3110","Français","3110"
"3111","Français","3111"
"3112","NULL","3112"
"3113","Français","3113"
"3114","Français","3114"
"3115","Français","3115"
"3116","Français","3116"
"3117","Français","3117"
"3118","Français","3118"
"3119","Français","3119"
"3120","Français","3120"
"3121","Français","3121"
"3122","NULL","3122"
"3123","NULL","3123"
"3124","Français","3124"
"3125","Français","3125"
"3126","Français","3126"
"3127","Français","3127"
"3128","Français","3128"
"3129","Français","3129"
"3130","Français","3130"
"3131","Français","3131"
"3132","Français","3132"
"3133","Français","3133"
"3134","NULL","3134"
"3135","Français","3135"
"3136","Français","3136"
"3137","Français","3137"
"3138","Français","3138"
"3139","Français","3139"
"3140","NULL","3140"
"3141","Français","3141"
"3142","NULL","3142"
"3143","Français","3143"
"3144","Français","3144"
"3145","Français","3145"
"3146","Français","3146"
"3147","Français","3147"
"3148","Français","3148"
"3149","Français","3149"
"3150","Français","3150"
"3151","Français","3151"
"3152","Français","3152"
"3153","Français","3153"
"3154","Français","3154"
"3155","Français","3155"
"3156","Français","3156"
"3157","Français","3157"
"3158","Français","3158"
"3159","Français","3159"
"3160","Français","3160"
"3161","Français","3161"
"3162","Français","3162"
"3163","Français","3163"
"3164","Anglais","3164"
"3165","Français","3165"
"3166","Français","3166"
"3167","Français","3167"
"3168","Français","3168"
"3169","Français","3169"
"3170","Français","3170"
"3171","Français","3171"
"3172","Français","3172"
"3173","Français","3173"
"3174","Français","3174"
"3175","Français","3175"
"3176","Français","3176"
"3177","Français","3177"
"3178","Français","3178"
"3179","Français","3179"
"3180","Français","3180"
"3181","Français","3181"
"3182","Français","3182"
"3183","Français","3183"
"3184","NULL","3184"
"3185","Français","3185"
"3186","Français","3186"
"3187","Français","3187"
"3188","Français","3188"
"3189","Français","3189"
"3190","Français","3190"
"3191","NULL","3191"
"3192","Français","3192"
"3193","Français","3193"
"3194","Français","3194"
"3195","Français","3195"
"3196","Français","3196"
"3197","Français","3197"
"3198","Français","3198"
"3199","Français","3199"
"3200","NULL","3200"
"3201","Français","3201"
"3202","Français","3202"
"3203","Français","3203"
"3204","NULL","3204"
"3205","Français","3205"
"3206","Français","3206"
"3207","Français","3207"
"3208","NULL","3208"
"3209","Français","3209"
"3210","Français","3210"
"3211","Français","3211"
"3212","Français","3212"
"3213","Français","3213"
"3214","NULL","3214"
"3215","Français","3215"
"3216","Français","3216"
"3217","Français","3217"
"3218","Français","3218"
"3219","Français","3219"
"3220","Français","3220"
"3221","NULL","3221"
"3222","Français","3222"
"3223","Français","3223"
"3224","Français","3224"
"3225","Français","3225"
"3226","Français","3226"
"3227","Français","3227"
"3228","Français","3228"
"3229","Français","3229"
"3230","Français","3230"
"3231","Français","3231"
"3232","Français","3232"
"3233","Français","3233"
"3234","Français","3234"
"3235","Français","3235"
"3236","Français","3236"
"3237","Français","3237"
"3238","Français","3238"
"3239","Français","3239"
"3240","Français","3240"
"3241","Français","3241"
"3242","Anglais","3242"
"3243","Français","3243"
"3244","Français","3244"
"3245","Français","3245"
"3246","Français","3246"
"3247","Français","3247"
"3248","Français","3248"
"3249","Français","3249"
"3250","NULL","3250"
"3251","NULL","3251"
"3252","NULL","3252"
"3253","Français","3253"
"3254","NULL","3254"
"3255","NULL","3255"
"3256","Français","3256"
"3257","Français","3257"
"3258","Français","3258"
"3259","NULL","3259"
"3260","Français","3260"
"3261","NULL","3261"
"3262","NULL","3262"
"3263","Français","3263"
"3264","NULL","3264"
"3265","NULL","3265"
"3266","NULL","3266"
"3267","NULL","3267"
"3268","Français","3268"
"3269","NULL","3269"
"3270","NULL","3270"
"3271","Français","3271"
"3272","Français","3272"
"3273","NULL","3273"
"3274","Français","3274"
"3275","Français","3275"
"3276","NULL","3276"
"3277","NULL","3277"
"3278","Français","3278"
"3279","Français","3279"
"3280","Espagnol","3280"
"3281","Français","3281"
"3282","NULL","3282"
"3283","NULL","3283"
"3284","Français","3284"
"3285","Français","3285"
"3286","NULL","3286"
"3287","NULL","3287"
"3288","Français","3288"
"3289","NULL","3289"
"3290","NULL","3290"
"3291","NULL","3291"
"3292","NULL","3292"
"3293","Français","3293"
"3294","Français","3294"
"3295","NULL","3295"
"3296","Français","3296"
"3297","Français","3297"
"3298","NULL","3298"
"3299","NULL","3299"
"3300","Français","3300"
"3301","NULL","3301"
"3302","Français","3302"
"3303","Français","3303"
"3304","NULL","3304"
"3305","NULL","3305"
"3306","NULL","3306"
"3307","NULL","3307"
"3308","Français","3308"
"3309","Français","3309"
"3310","Anglais","3310"
"3311","Français","3311"
"3312","NULL","3312"
"3313","Français","3313"
"3314","NULL","3314"
"3315","Français","3315"
"3316","NULL","3316"
"3317","Français","3317"
"3318","NULL","3318"
"3319","Français","3319"
"3320","Espagnol","3320"
"3321","NULL","3321"
"3322","NULL","3322"
"3323","Français","3323"
"3324","NULL","3324"
"3325","Anglais","3325"
"3326","Français","3326"
"3327","NULL","3327"
"3328","NULL","3328"
"3329","Français","3329"
"3330","NULL","3330"
"3331","Français","3331"
"3332","Français","3332"
"3333","NULL","3333"
"3334","NULL","3334"
"3335","NULL","3335"
"3336","NULL","3336"
"3337","NULL","3337"
"3338","NULL","3338"
"3339","Français","3339"
"3340","NULL","3340"
"3341","Français","3341"
"3342","Français","3342"
"3343","Français","3343"
"3344","NULL","3344"
"3345","Français","3345"
"3346","Français","3346"
"3347","Français","3347"
"3348","Français","3348"
"3349","Français","3349"
"3350","NULL","3350"
"3351","Français","3351"
"3352","Français","3352"
"3353","Français","3353"
"3354","Français","3354"
"3355","Français","3355"
"3356","Français","3356"
"3357","Français","3357"
"3358","Français","3358"
"3359","Français","3359"
"3360","Français","3360"
"3361","Français","3361"
"3362","Français","3362"
"3363","Français","3363"
"3364","NULL","3364"
"3365","Français","3365"
"3366","NULL","3366"
"3367","Français","3367"
"3368","Français","3368"
"3369","Français","3369"
"3370","NULL","3370"
"3371","Français","3371"
"3372","Français","3372"
"3373","Français","3373"
"3374","NULL","3374"
"3375","Français","3375"
"3376","Français","3376"
"3377","Français","3377"
"3378","Français","3378"
"3379","Français","3379"
"3380","Français","3380"
"3381","Anglais","3381"
"3382","Français","3382"
"3383","Français","3383"
"3384","NULL","3384"
"3385","Français","3385"
"3386","Français","3386"
"3387","Français","3387"
"3388","Français","3388"
"3389","Français","3389"
"3390","NULL","3390"
"3391","Français","3391"
"3392","NULL","3392"
"3393","Français","3393"
"3394","Français","3394"
"3395","Français","3395"
"3396","Français","3396"
"3397","Français","3397"
"3398","Français","3398"
"3399","Anglais","3399"
"3400","Français","3400"
"3401","Français","3401"
"3402","Français","3402"
"3403","Français","3403"
"3404","Français","3404"
"3405","Français","3405"
"3406","Français","3406"
"3407","Français","3407"
"3408","Français","3408"
"3409","Français","3409"
"3410","Français","3410"
"3411","Français","3411"
"3412","Français","3412"
"3413","Français","3413"
"3414","Français","3414"
"3415","Français","3415"
"3416","Français","3416"
"3417","Français","3417"
"3418","Français","3418"
"3419","Français","3419"
"3420","Français","3420"
"3421","Français","3421"
"3422","Français","3422"
"3423","Français","3423"
"3424","Français","3424"
"3425","Français","3425"
"3426","Français","3426"
"3427","Français","3427"
"3428","Français","3428"
"3429","Français","3429"
"3430","Français","3430"
"3431","Français","3431"
"3432","Français","3432"
"3433","Français","3433"
"3434","Français","3434"
"3435","Français","3435"
"3436","Français","3436"
"3437","Français","3437"
"3438","Français","3438"
"3439","Français","3439"
"3440","Français","3440"
"3441","Français","3441"
"3442","Français","3442"
"3443","Français","3443"
"3444","Français","3444"
"3445","Français","3445"
"3446","Français","3446"
"3447","Français","3447"
"3448","Français","3448"
"3449","Français","3449"
"3450","Français","3450"
"3451","Français","3451"
"3452","Français","3452"
"3453","Français","3453"
"3454","Français","3454"
"3455","Français","3455"
"3456","Français","3456"
"3457","Français","3457"
"3458","Français","3458"
"3459","Français","3459"
"3460","Français","3460"
"3461","Français","3461"
"3462","Anglais","3462"
"3463","Français","3463"
"3464","Français","3464"
"3465","Français","3465"
"3466","Français","3466"
"3467","Français","3467"
"3468","Français","3468"
"3469","Français","3469"
"3470","Français","3470"
"3471","Français","3471"
"3472","Français","3472"
"3473","Français","3473"
"3474","Français","3474"
"3475","Français","3475"
"3476","Français","3476"
"3477","Français","3477"
"3478","Français","3478"
"3479","Français","3479"
"3480","Français","3480"
"3481","Français","3481"
"3482","Français","3482"
"3483","Français","3483"
"3484","Français","3484"
"3485","Français","3485"
"3486","Français","3486"
"3487","Français","3487"
"3488","Français","3488"
"3489","Français","3489"
"3490","Français","3490"
"3491","Français","3491"
"3492","Français","3492"
"3493","Français","3493"
"3494","Français","3494"
"3495","Français","3495"
"3496","Français","3496"
"3497","Français","3497"
"3498","Français","3498"
"3499","Français","3499"
"3500","Français","3500"
"3501","Français","3501"
"3502","Français","3502"
"3503","Français","3503"
"3504","Français","3504"
"3505","Français","3505"
"3506","Français","3506"
"3507","Français","3507"
"3508","Français","3508"
"3509","Français","3509"
"3510","Français","3510"
"3511","Français","3511"
"3512","Français","3512"
"3513","Français","3513"
"3514","Français","3514"
"3515","Français","3515"
"3516","Français","3516"
"3517","Français","3517"
"3518","Français","3518"
"3519","Français","3519"
"3520","Français","3520"
"3521","Français","3521"
"3522","Français","3522"
"3523","Français","3523"
"3524","Français","3524"
"3525","Français","3525"
"3526","Français","3526"
"3527","Français","3527"
"3528","Français","3528"
"3529","Français","3529"
"3530","Français","3530"
"3531","Français","3531"
"3532","Français","3532"
"3533","Français","3533"
"3534","Français","3534"
"3535","Français","3535"
"3536","Français","3536"
"3537","Français","3537"
"3538","Français","3538"
"3539","Français","3539"
"3540","Français","3540"
"3541","Français","3541"
"3542","Français","3542"
"3543","Français","3543"
"3544","Français","3544"
"3545","Français","3545"
"3546","Français","3546"
"3547","Français","3547"
"3548","Français","3548"
"3549","Français","3549"
"3550","Français","3550"
"3551","Français","3551"
"3552","Français","3552"
"3553","Français","3553"
"3554","Français","3554"
"3555","Français","3555"
"3556","Français","3556"
"3557","Français","3557"
"3558","Français","3558"
"3559","Français","3559"
"3560","Français","3560"
"3561","Français","3561"
"3562","Français","3562"
"3563","Français","3563"
"3564","Français","3564"
"3565","Français","3565"
"3566","Français","3566"
"3567","Français","3567"
"3568","Français","3568"
"3569","Français","3569"
"3570","Français","3570"
"3571","Français","3571"
"3572","Français","3572"
"3573","Français","3573"
"3574","Français","3574"
"3575","Français","3575"
"3576","Français","3576"
"3577","Français","3577"
"3578","Français","3578"
"3579","Français","3579"
"3580","Français","3580"
"3581","Français","3581"
"3582","Français","3582"
"3583","Français","3583"
"3584","Français","3584"
"3585","Français","3585"
"3586","Français","3586"
"3587","Français","3587"
"3588","Français","3588"
"3589","Français","3589"
"3590","Français","3590"
"3591","Français","3591"
"3592","Français","3592"
"3593","Français","3593"
"3594","Français","3594"
"3595","Français","3595"
"3596","Français","3596"
"3597","Français","3597"
"3598","Français","3598"
"3599","Français","3599"
"3600","Français","3600"
"3601","Français","3601"
"3602","Français","3602"
"3603","Français","3603"
"3604","Français","3604"
"3605","Français","3605"
"3606","Français","3606"
"3607","Français","3607"
"3608","Français","3608"
"3609","Français","3609"
"3610","Français","3610"
"3611","Français","3611"
"3612","Français","3612"
"3613","Français","3613"
"3614","Français","3614"
"3615","Français","3615"
"3616","Français","3616"
"3617","Français","3617"
"3618","Français","3618"
"3619","NULL","3619"
"3620","Français","3620"
"3621","Français","3621"
"3622","Français","3622"
"3623","Français","3623"
"3624","Français","3624"
"3625","Français","3625"
"3626","Français","3626"
"3627","Français","3627"
"3628","Français","3628"
"3629","Français","3629"
"3630","Français","3630"
"3631","Français","3631"
"3632","Français","3632"
"3633","Français","3633"
"3634","Français","3634"
"3635","Français","3635"
"3636","Français","3636"
"3637","Français","3637"
"3638","Français","3638"
"3639","Français","3639"
"3640","Français","3640"
"3641","Français","3641"
"3642","Anglais","3642"
"3643","Français","3643"
"3644","Français","3644"
"3645","Français","3645"
"3646","Français","3646"
"3647","Français","3647"
"3648","Français","3648"
"3649","Français","3649"
"3650","Français","3650"
"3651","Anglais","3651"
"3652","Français","3652"
"3653","Français","3653"
"3654","Français","3654"
"3655","Français","3655"
"3656","Français","3656"
"3657","Français","3657"
"3658","Français","3658"
"3659","Français","3659"
"3660","Français","3660"
"3661","Français","3661"
"3662","Français","3662"
"3663","Français","3663"
"3664","Français","3664"
"3665","Français","3665"
"3666","Français","3666"
"3667","Français","3667"
"3668","Français","3668"
"3669","Français","3669"
"3670","Français","3670"
"3671","Français","3671"
"3672","Français","3672"
"3673","Français","3673"
"3674","Français","3674"
"3675","NULL","3675"
"3676","Français","3676"
"3677","Français","3677"
"3678","Français","3678"
"3679","Français","3679"
"3680","Français","3680"
"3681","Français","3681"
"3682","Français","3682"
"3683","Français","3683"
"3684","Français","3684"
"3685","Français","3685"
"3686","Français","3686"
"3687","Français","3687"
"3688","Français","3688"
"3689","Français","3689"
"3690","Français","3690"
"3691","Français","3691"
"3692","Français","3692"
"3693","Français","3693"
"3694","Français","3694"
"3695","Français","3695"
"3696","Français","3696"
"3697","Français","3697"
"3698","NULL","3698"
"3699","Français","3699"
"3700","Français","3700"
"3701","Français","3701"
"3702","Français","3702"
"3703","Français","3703"
"3704","Français","3704"
"3705","Français","3705"
"3706","Français","3706"
"3707","Français","3707"
"3708","Français","3708"
"3709","Français","3709"
"3710","Français","3710"
"3711","Français","3711"
"3712","Français","3712"
"3713","Français","3713"
"3714","Français","3714"
"3715","Français","3715"
"3716","Français","3716"
"3717","Français","3717"
"3718","Français","3718"
"3719","Français","3719"
"3720","Français","3720"
"3721","Anglais","3721"
"3722","Français","3722"
"3723","Français","3723"
"3724","Français","3724"
"3725","Français","3725"
"3726","Français","3726"
"3727","Français","3727"
"3728","Français","3728"
"3729","Anglais","3729"
"3730","Français","3730"
"3731","Français","3731"
"3732","NULL","3732"
"3733","Français","3733"
"3734","Français","3734"
"3735","Français","3735"
"3736","Français","3736"
"3737","Français","3737"
"3738","Français","3738"
"3739","NULL","3739"
"3740","Français","3740"
"3741","Français","3741"
"3742","Français","3742"
"3743","Français","3743"
"3744","Français","3744"
"3745","NULL","3745"
"3746","Français","3746"
"3747","Anglais","3747"
"3748","NULL","3748"
"3749","NULL","3749"
"3750","Français","3750"
"3751","Français","3751"
"3752","Français","3752"
"3753","NULL","3753"
"3754","Français","3754"
"3755","Français","3755"
"3756","Français","3756"
"3757","Français","3757"
"3758","Français","3758"
"3759","Français","3759"
"3760","Français","3760"
"3761","Français","3761"
"3762","NULL","3762"
"3763","Français","3763"
"3764","Français","3764"
"3765","NULL","3765"
"3766","NULL","3766"
"3767","Français","3767"
"3768","Français","3768"
"3769","Français","3769"
"3770","Français","3770"
"3771","Français","3771"
"3772","Français","3772"
"3773","Français","3773"
"3774","Français","3774"
"3775","Français","3775"
"3776","Français","3776"
"3777","Français","3777"
"3778","Français","3778"
"3779","Français","3779"
"3780","Français","3780"
"3781","Français","3781"
"3782","Français","3782"
"3783","Français","3783"
"3784","Français","3784"
"3785","Français","3785"
"3786","Français","3786"
"3787","Français","3787"
"3788","Français","3788"
"3789","Français","3789"
"3790","NULL","3790"
"3791","Français","3791"
"3792","Français","3792"
"3793","Français","3793"
"3794","Français","3794"
"3795","Français","3795"
"3796","Français","3796"
"3797","Français","3797"
"3798","Français","3798"
"3799","Français","3799"
"3800","NULL","3800"
"3801","Français","3801"
"3802","Français","3802"
"3803","Français","3803"
"3804","Français","3804"
"3805","Français","3805"
"3806","Français","3806"
"3807","Français","3807"
"3808","Français","3808"
"3809","Français","3809"
"3810","Français","3810"
"3811","Français","3811"
"3812","Français","3812"
"3813","Français","3813"
"3814","Français","3814"
"3815","Français","3815"
"3816","Français","3816"
