"id","typeID","filmID"
"1","2","1"
"2","2","2"
"3","2","3"
"4","2","4"
"5","2","5"
"6","2","6"
"7","2","7"
"8","1","8"
"9","2","9"
"10","2","10"
"11","2","11"
"12","2","12"
"13","2","13"
"14","2","14"
"15","2","15"
"16","2","16"
"17","2","17"
"18","2","18"
"19","2","19"
"20","2","20"
"21","2","21"
"22","2","22"
"23","2","23"
"24","2","24"
"25","2","25"
"26","2","26"
"27","2","27"
"28","2","28"
"29","2","29"
"30","2","30"
"31","2","31"
"32","2","32"
"33","2","33"
"34","2","34"
"35","2","35"
"36","2","36"
"37","1","37"
"38","2","38"
"39","2","39"
"40","2","40"
"41","2","41"
"42","2","42"
"43","2","43"
"44","2","44"
"45","2","45"
"46","2","46"
"47","2","47"
"48","2","48"
"49","2","49"
"50","2","50"
"51","2","51"
"52","2","52"
"53","2","53"
"54","2","54"
"55","2","55"
"56","2","56"
"57","2","57"
"58","2","58"
"59","2","59"
"60","2","60"
"61","2","61"
"62","2","62"
"63","2","63"
"64","2","64"
"65","2","65"
"66","2","66"
"67","2","67"
"68","2","68"
"69","2","69"
"70","2","70"
"71","2","71"
"72","2","72"
"73","2","73"
"74","2","74"
"75","2","75"
"76","2","76"
"77","2","77"
"78","2","78"
"79","2","79"
"80","2","80"
"81","2","81"
"82","2","82"
"83","2","83"
"84","2","84"
"85","2","85"
"86","2","86"
"87","2","87"
"88","2","88"
"89","2","89"
"90","2","90"
"91","2","91"
"92","2","92"
"93","2","93"
"94","2","94"
"95","2","95"
"96","2","96"
"97","2","97"
"98","2","98"
"99","2","99"
"100","2","100"
"101","2","101"
"102","2","102"
"103","2","103"
"104","2","104"
"105","2","105"
"106","2","106"
"107","2","107"
"108","2","108"
"109","2","109"
"110","1","110"
"111","2","111"
"112","2","112"
"113","2","113"
"114","2","114"
"115","2","115"
"116","2","116"
"117","2","117"
"118","2","118"
"119","2","119"
"120","2","120"
"121","2","121"
"122","2","122"
"123","2","123"
"124","2","124"
"125","2","125"
"126","2","126"
"127","2","127"
"128","3","128"
"129","2","129"
"130","2","130"
"131","2","131"
"132","2","132"
"133","2","133"
"134","3","134"
"135","2","135"
"136","2","136"
"137","2","137"
"138","2","138"
"139","2","139"
"140","2","140"
"141","2","141"
"142","2","142"
"143","2","143"
"144","2","144"
"145","2","145"
"146","2","146"
"147","2","147"
"148","2","148"
"149","2","149"
"150","2","150"
"151","2","151"
"152","2","152"
"153","2","153"
"154","2","154"
"155","2","155"
"156","2","156"
"157","3","157"
"158","2","158"
"159","2","159"
"160","2","160"
"161","2","161"
"162","2","162"
"163","2","163"
"164","5","164"
"165","2","165"
"166","2","166"
"167","2","167"
"168","2","168"
"169","2","169"
"170","2","170"
"171","2","171"
"172","2","172"
"173","2","173"
"174","2","174"
"175","4","175"
"176","2","176"
"177","2","177"
"178","2","178"
"179","2","179"
"180","2","180"
"181","2","181"
"182","2","182"
"183","2","183"
"184","2","184"
"185","2","185"
"186","2","186"
"187","2","187"
"188","2","188"
"189","2","189"
"190","2","190"
"191","2","191"
"192","2","192"
"193","2","193"
"194","2","194"
"195","2","195"
"196","2","196"
"197","2","197"
"198","2","198"
"199","2","199"
"200","2","200"
"201","2","201"
"202","2","202"
"203","2","203"
"204","2","204"
"205","2","205"
"206","2","206"
"207","2","207"
"208","2","208"
"209","2","209"
"210","2","210"
"211","2","211"
"212","2","212"
"213","2","213"
"214","2","214"
"215","2","215"
"216","2","216"
"217","2","217"
"218","2","218"
"219","2","219"
"220","2","220"
"221","2","221"
"222","2","222"
"223","2","223"
"224","2","224"
"225","2","225"
"226","2","226"
"227","2","227"
"228","2","228"
"229","2","229"
"230","2","230"
"231","2","231"
"232","2","232"
"233","2","233"
"234","2","234"
"235","2","235"
"236","2","236"
"237","2","237"
"238","2","238"
"239","2","239"
"240","2","240"
"241","2","241"
"242","2","242"
"243","2","243"
"244","2","244"
"245","2","245"
"246","2","246"
"247","2","247"
"248","2","248"
"249","2","249"
"250","2","250"
"251","2","251"
"252","2","252"
"253","2","253"
"254","2","254"
"255","2","255"
"256","2","256"
"257","2","257"
"258","2","258"
"259","2","259"
"260","2","260"
"261","2","261"
"262","2","262"
"263","2","263"
"264","2","264"
"265","2","265"
"266","2","266"
"267","2","267"
"268","2","268"
"269","2","269"
"270","2","270"
"271","2","271"
"272","2","272"
"273","2","273"
"274","2","274"
"275","2","275"
"276","2","276"
"277","3","277"
"278","2","278"
"279","1","279"
"280","2","280"
"281","2","281"
"282","1","282"
"283","2","283"
"284","2","284"
"285","2","285"
"286","2","286"
"287","2","287"
"288","2","288"
"289","2","289"
"290","2","290"
"291","2","291"
"292","2","292"
"293","2","293"
"294","2","294"
"295","2","295"
"296","2","296"
"297","2","297"
"298","2","298"
"299","2","299"
"300","2","300"
"301","2","301"
"302","2","302"
"303","2","303"
"304","2","304"
"305","2","305"
"306","2","306"
"307","2","307"
"308","1","308"
"309","2","309"
"310","2","310"
"311","2","311"
"312","2","312"
"313","2","313"
"314","2","314"
"315","2","315"
"316","2","316"
"317","1","317"
"318","2","318"
"319","2","319"
"320","2","320"
"321","2","321"
"322","2","322"
"323","2","323"
"324","2","324"
"325","2","325"
"326","2","326"
"327","1","327"
"328","2","328"
"329","2","329"
"330","2","330"
"331","2","331"
"332","2","332"
"333","1","333"
"334","2","334"
"335","3","335"
"336","1","336"
"337","2","337"
"338","2","338"
"339","2","339"
"340","2","340"
"341","2","341"
"342","1","342"
"343","2","343"
"344","2","344"
"345","2","345"
"346","2","346"
"347","2","347"
"348","2","348"
"349","2","349"
"350","2","350"
"351","2","351"
"352","2","352"
"353","2","353"
"354","2","354"
"355","2","355"
"356","2","356"
"357","1","357"
"358","1","358"
"359","1","359"
"360","1","360"
"361","1","361"
"362","2","362"
"363","2","363"
"364","2","364"
"365","2","365"
"366","2","366"
"367","2","367"
"368","2","368"
"369","2","369"
"370","1","370"
"371","2","371"
"372","2","372"
"373","2","373"
"374","2","374"
"375","1","375"
"376","2","376"
"377","2","377"
"378","2","378"
"379","2","379"
"380","2","380"
"381","2","381"
"382","2","382"
"383","2","383"
"384","2","384"
"385","2","385"
"386","2","386"
"387","2","387"
"388","1","388"
"389","2","389"
"390","1","390"
"391","3","391"
"392","2","392"
"393","2","393"
"394","2","394"
"395","2","395"
"396","2","396"
"397","2","397"
"398","1","398"
"399","2","399"
"400","2","400"
"401","2","401"
"402","2","402"
"403","2","403"
"404","2","404"
"405","2","405"
"406","2","406"
"407","2","407"
"408","2","408"
"409","2","409"
"410","2","410"
"411","2","411"
"412","2","412"
"413","3","413"
"414","2","414"
"415","2","415"
"416","2","416"
"417","2","417"
"418","2","418"
"419","2","419"
"420","2","420"
"421","2","421"
"422","2","422"
"423","2","423"
"424","2","424"
"425","2","425"
"426","2","426"
"427","2","427"
"428","2","428"
"429","2","429"
"430","2","430"
"431","2","431"
"432","5","432"
"433","2","433"
"434","2","434"
"435","2","435"
"436","2","436"
"437","2","437"
"438","2","438"
"439","2","439"
"440","2","440"
"441","2","441"
"442","2","442"
"443","2","443"
"444","2","444"
"445","2","445"
"446","2","446"
"447","1","447"
"448","1","448"
"449","2","449"
"450","2","450"
"451","1","451"
"452","2","452"
"453","2","453"
"454","2","454"
"455","2","455"
"456","2","456"
"457","2","457"
"458","2","458"
"459","2","459"
"460","2","460"
"461","2","461"
"462","2","462"
"463","2","463"
"464","2","464"
"465","2","465"
"466","2","466"
"467","1","467"
"468","2","468"
"469","2","469"
"470","2","470"
"471","2","471"
"472","2","472"
"473","2","473"
"474","2","474"
"475","1","475"
"476","2","476"
"477","2","477"
"478","2","478"
"479","2","479"
"480","3","480"
"481","2","481"
"482","2","482"
"483","2","483"
"484","2","484"
"485","2","485"
"486","2","486"
"487","2","487"
"488","2","488"
"489","2","489"
"490","2","490"
"491","2","491"
"492","2","492"
"493","2","493"
"494","2","494"
"495","2","495"
"496","2","496"
"497","2","497"
"498","2","498"
"499","2","499"
"500","2","500"
"501","2","501"
"502","2","502"
"503","2","503"
"504","2","504"
"505","2","505"
"506","1","506"
"507","2","507"
"508","2","508"
"509","2","509"
"510","2","510"
"511","2","511"
"512","2","512"
"513","2","513"
"514","2","514"
"515","3","515"
"516","1","516"
"517","2","517"
"518","1","518"
"519","2","519"
"520","2","520"
"521","2","521"
"522","2","522"
"523","2","523"
"524","2","524"
"525","2","525"
"526","2","526"
"527","1","527"
"528","2","528"
"529","2","529"
"530","2","530"
"531","2","531"
"532","2","532"
"533","2","533"
"534","2","534"
"535","2","535"
"536","2","536"
"537","2","537"
"538","2","538"
"539","2","539"
"540","1","540"
"541","3","541"
"542","2","542"
"543","2","543"
"544","2","544"
"545","2","545"
"546","2","546"
"547","2","547"
"548","2","548"
"549","2","549"
"550","2","550"
"551","2","551"
"552","2","552"
"553","2","553"
"554","2","554"
"555","2","555"
"556","2","556"
"557","2","557"
"558","2","558"
"559","2","559"
"560","2","560"
"561","2","561"
"562","2","562"
"563","1","563"
"564","2","564"
"565","1","565"
"566","2","566"
"567","2","567"
"568","2","568"
"569","2","569"
"570","2","570"
"571","1","571"
"572","1","572"
"573","2","573"
"574","2","574"
"575","2","575"
"576","2","576"
"577","2","577"
"578","2","578"
"579","2","579"
"580","2","580"
"581","2","581"
"582","2","582"
"583","2","583"
"584","2","584"
"585","2","585"
"586","2","586"
"587","2","587"
"588","2","588"
"589","2","589"
"590","2","590"
"591","2","591"
"592","1","592"
"593","1","593"
"594","2","594"
"595","2","595"
"596","2","596"
"597","2","597"
"598","1","598"
"599","2","599"
"600","2","600"
"601","2","601"
"602","1","602"
"603","2","603"
"604","2","604"
"605","2","605"
"606","2","606"
"607","2","607"
"608","1","608"
"609","2","609"
"610","2","610"
"611","2","611"
"612","2","612"
"613","2","613"
"614","2","614"
"615","2","615"
"616","2","616"
"617","2","617"
"618","2","618"
"619","2","619"
"620","2","620"
"621","2","621"
"622","2","622"
"623","2","623"
"624","2","624"
"625","1","625"
"626","2","626"
"627","1","627"
"628","1","628"
"629","2","629"
"630","1","630"
"631","2","631"
"632","1","632"
"633","2","633"
"634","2","634"
"635","2","635"
"636","2","636"
"637","2","637"
"638","2","638"
"639","2","639"
"640","1","640"
"641","2","641"
"642","2","642"
"643","2","643"
"644","2","644"
"645","2","645"
"646","2","646"
"647","2","647"
"648","2","648"
"649","2","649"
"650","2","650"
"651","2","651"
"652","2","652"
"653","2","653"
"654","2","654"
"655","2","655"
"656","1","656"
"657","1","657"
"658","2","658"
"659","2","659"
"660","2","660"
"661","2","661"
"662","2","662"
"663","2","663"
"664","2","664"
"665","2","665"
"666","2","666"
"667","2","667"
"668","2","668"
"669","2","669"
"670","2","670"
"671","2","671"
